Time,Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Label
1.86,5.889168455,-3.157927371,1.033893308,7,5.76,6.810776669,-0.694178276,0
1.87,9.383222636,0.003131882,-2.099723992,7,5.92,-23.18478135,-0.462316705,0
1.88,7.032083079,-0.429023099,-2.950526191,7,6.08,15.87089751,-0.58569959,0
1.89,13.90349532,-5.987850479,2.946264857,7,6.24,-6.168035408,-0.741990402,0
1.9,5.41919413,-5.481103744,2.192655375,7,6.4,-5.053263854,-0.159287125,0
1.91,10.12186373,0.070542518,8.979087674,7,6.56,3.602290642,-2.920001322,0
1.92,9.22544097,-5.169502461,4.769159276,7,6.72,-7.895230462,-0.675998624,0
1.93,5.861218374,-6.565626443,-4.879575492,7,6.88,-9.988238004,-1.709630133,0
1.94,10.95716856,0.995418732,-0.855175036,7,7.04,-14.75153906,-2.857702385,0
1.95,8.894168696,-0.472736788,7.650383569,7,7.2,10.94107352,-1.382133195,0
1.96,11.74527701,-4.595606642,-0.795122675,7,7.36,13.43062804,-4.389967962,0
1.97,11.92114321,-7.092840384,10.99339869,7,7.52,5.405133203,-5.905388751,0
1.98,15.9606909,-12.81146367,-3.160685238,7,7.68,-13.19830993,-0.318459359,0
1.99,13.5005453,-2.450587487,5.204029781,7,7.84,9.737947162,-1.68959412,0
2,8.403019649,-8.439580856,-1.954936758,7,-8,-17.10705469,-0.312484982,0
2.01,8.811655882,-12.74896354,-0.186679867,7,-7.84,18.91412309,0.779138489,0
2.02,12.84762424,1.398086524,7.864335522,7,-7.68,-2.683697078,1.984720532,0
2.03,11.53291171,-2.391704231,1.746199545,7,-7.52,-1.206936304,0.655740909,0
2.04,11.50561247,-9.581201013,6.458881158,7,-7.36,-14.79259048,0.626709125,0
2.05,4.752068724,-9.923573085,4.768133876,7,-7.2,5.775556057,-0.760428831,0
2.06,9.547298343,-1.622119762,6.181046585,7,-7.04,24.25244424,1.952187206,0
2.07,7.423144055,-8.657042403,-2.019209426,7,-6.88,4.455024252,-2.398688184,0
2.08,10.49359019,0.001058967,1.3238492,7,-6.72,7.617257728,-1.549064741,0
2.09,9.375563709,-2.755265278,4.562949842,7,-6.56,-10.5755417,-3.391206402,0
2.1,12.41636834,-3.111453998,-1.793736149,7,-6.4,-8.707429598,-0.019951261,0
2.11,10.65292061,-3.674965536,10.6090457,7,-6.24,-15.1822205,-1.795553433,0
2.12,12.07530122,-4.563015205,-1.414701758,7,-6.08,0.730083598,0.073370081,0
2.13,8.33172782,-1.841003748,0.981289147,7,-5.92,-17.60127117,-0.133330997,0
2.14,6.91192996,-7.212752959,-2.541644202,7,-5.76,5.924063811,3.386727137,0
2.15,8.52901854,-5.085154421,-8.215569701,7,-5.6,-1.734488789,-2.528390271,0
2.16,9.721619994,-2.452849473,11.49535806,7,-5.44,6.215594652,-0.450411541,0
2.17,10.92326425,-3.239488161,1.4988408,7,-5.28,-21.46395752,-0.944060771,0
2.18,16.57647738,-10.30133831,0.290706456,7,-5.12,19.20285361,2.073183133,0
2.19,9.684133719,-7.55210191,1.546425529,7,-4.96,-6.070931091,-1.169018443,0
2.2,6.955037506,-4.567444894,9.64901582,7,-4.8,-14.65343207,-3.205326928,0
2.21,8.796506723,-7.238032491,-2.266167125,7,-4.64,0.039185725,-3.928514957,0
2.22,8.454855421,1.466231098,5.966849942,7,-4.48,21.49104483,-0.530360597,0
2.23,11.30089037,-7.230555994,0.459688712,7,-4.32,9.714307337,1.950858968,0
2.24,5.244468399,-6.33146362,-0.395130431,7,-4.16,-7.995663988,-0.860526599,0
2.25,10.06666939,-2.628618385,5.433083256,7,-4,-9.807822632,1.032973913,0
2.26,10.35603706,-4.407056296,7.54853777,7,-3.84,8.064327851,-0.684599686,0
2.27,10.59230429,-6.332228563,0.047337124,7,-3.68,-20.55976717,-2.00759818,0
2.28,8.11266605,-8.798140145,-1.217902775,7,-3.52,-6.729490876,1.946862498,0
2.29,9.199311121,-4.586233603,-3.209670487,7,-3.36,-1.06611082,-4.896339604,0
2.3,5.648964286,-1.655113205,8.162766295,7,-3.2,13.02587386,-1.52740282,0
2.31,8.448866396,-3.913409501,-0.221619408,7,-3.04,-8.72413432,-0.109732972,0
2.32,8.307528677,-8.959895323,-6.581606167,7,-2.88,14.60759143,-2.363382296,0
2.33,11.19115804,1.083491086,9.723168773,7,-2.72,14.13437453,0.214571104,0
2.34,6.480962874,-11.66544187,-4.166555204,7,-2.56,-24.02683948,1.496888365,0
2.35,12.29921395,-12.22446607,6.58935271,7,-2.4,-15.4793438,-0.688267166,0
2.36,14.44478972,-2.065157109,3.618474466,7,-2.24,7.669713934,-0.981004352,0
2.37,3.756704205,-5.016753751,4.150162911,7,-2.08,-0.197896985,-1.123474462,0
2.38,11.25036519,-8.129904654,-0.202062862,7,-1.92,-23.61818392,-1.621765425,0
2.39,12.00684917,-10.33705146,4.556971738,7,-1.76,-7.017555949,-0.502898197,0
2.4,8.067956208,3.330511149,-5.600711041,7,-1.6,6.288679986,-1.079522279,0
2.41,8.792200058,-5.493304374,5.68752413,7,-1.44,24.58431699,-0.644077861,0
2.42,9.588727833,-3.832901419,10.54150544,7,-1.28,-14.65627524,5.024903517,0
2.43,9.096956709,-4.705261266,7.185683863,7,-1.12,-17.36404967,-1.808535956,0
2.44,9.065855819,-4.243721571,-7.323087204,7,-0.96,-6.781576901,0.309589342,0
2.45,4.967054185,-3.827782528,-2.137393825,7,-0.8,2.545631459,0.14548734,0
2.46,13.45383659,-3.062725701,1.853687066,7,-0.64,8.224965902,3.930384143,0
2.47,13.2370793,-7.496626439,5.236331128,7,-0.48,-6.959262149,-2.042462828,0
2.48,7.559117664,-7.164673081,2.277336511,7,-0.32,-13.57791809,-0.129908205,0
2.49,5.600529625,-12.9636175,0.35345548,7,-0.16,-24.73877848,-1.445099316,0
2.5,11.56319463,-9.121217626,5.804928663,7,0,-15.82765005,0.503807191,0
2.51,8.272438699,-4.915075079,8.658057749,7,0.16,-19.99682178,2.045230219,0
2.52,10.42506993,-1.818011634,1.684672673,7,0.32,-12.89450673,-1.443761036,0
2.53,9.040238272,-3.59957873,6.499607746,7,0.48,-8.871276369,-0.379006684,0
2.54,12.07145815,-7.355191115,-10.03150779,7,0.64,-21.06307993,1.785169333,0
2.55,12.07931303,-11.04085202,-1.815041739,7,0.8,-4.707702056,0.11939476,0
2.56,7.816102591,-17.09238998,1.274941414,7,0.96,-16.61869601,0.264436102,0
2.57,5.840237481,-1.369865756,0.447107468,7,1.12,4.068377584,-1.407965833,0
2.58,5.238554374,-8.326622048,4.562603608,7,1.28,-6.106129251,3.221711466,0
2.59,11.81515364,-7.755527888,7.976010599,7,1.44,6.982603286,-0.635579077,0
2.6,6.413689511,-5.426392336,5.44921964,7,1.6,13.80771937,-0.31626695,0
2.61,8.455676001,-11.56500874,-0.18666498,7,1.76,-20.76485026,-0.326977725,0
2.62,8.182646887,-7.331039189,-4.680819068,7,1.92,-5.876066166,2.236357753,0
2.63,9.808957392,2.173772134,5.726372046,7,2.08,23.88875901,2.64848118,0
2.64,4.152496674,-3.885838253,-6.240831229,7,2.24,-24.8845202,-0.029771714,0
2.65,10.52195544,-4.456726878,6.223710797,7,2.4,-2.054449661,0.374656845,0
2.66,11.52118324,-12.20910823,2.02472168,7,2.56,-1.554522207,1.396423944,0
2.67,10.20827417,3.110798837,-2.90379442,7,2.72,16.18607788,0.796302523,0
2.68,9.00345459,-11.53834087,4.420051144,7,2.88,-10.48865466,1.996121966,0
2.69,10.22102654,1.859508624,2.977738682,7,3.04,13.80153248,2.644663371,0
2.7,11.11828605,-14.27172303,2.817457814,7,3.2,-24.88998887,-0.810190003,0
2.71,1.595298041,-0.170828078,2.587623266,7,3.36,-0.462499112,0.03394122,0
2.72,15.77235118,0.700051046,5.114626065,7,3.52,-9.033975585,0.400663643,0
2.73,11.06604115,-9.048767219,7.647411631,7,3.68,15.40777648,-0.459321592,0
2.74,7.9292917,-4.038865779,5.516523654,7,3.84,-4.85263606,-3.951525305,0
2.75,8.70402328,-3.516416809,8.102289812,7,4,-21.50607902,-1.039485225,0
2.76,11.34808477,-8.937767763,2.82907145,7,4.16,10.41934825,-1.044814055,0
2.77,9.508134134,-11.45441366,11.15018275,7,4.32,-24.33885062,1.070606308,0
2.78,3.753589942,-10.90327252,5.921521138,7,4.48,-8.279173021,1.480217635,0
2.79,16.02793063,-3.441940775,0.35555752,7,4.64,-0.083500112,1.223526833,0
2.8,9.491250536,-5.919121325,-2.387422313,7,4.8,12.08712056,1.186469157,0
2.81,12.87142331,-7.807667374,4.119031873,7,4.96,-9.346804354,-1.178880348,0
2.82,7.72240098,-1.65431904,-3.434595374,7,5.12,-19.79512728,-2.269416734,0
2.83,14.39494021,-3.459175398,-1.760933787,7,5.28,16.26282684,2.271433349,0
2.84,10.6317123,-8.48248673,4.309284608,7,5.44,-24.50886689,-2.275442221,0
2.85,11.58569912,-10.23376839,0.082284398,7,5.6,18.65655662,4.610040348,0
2.86,6.609508629,-3.303384555,-1.537017959,7,5.76,-19.67512304,1.282342053,0
2.87,13.36442098,-7.513382019,2.964998737,7,5.92,-18.71495227,0.936173303,0
2.88,11.78577182,-4.931999243,3.508543224,7,6.08,-16.68855678,1.492109156,0
2.89,13.60680465,1.011448532,2.123732322,7,6.24,-17.58284953,-0.203916547,0
2.9,7.801568932,-3.24852712,1.272885454,7,6.4,14.73895259,2.169190428,0
2.91,8.226933522,-8.670170527,7.441520101,7,6.56,15.54906822,0.462846611,0
2.92,16.56556648,-4.540895744,4.888098351,7,6.72,-16.52660067,-0.942769237,0
2.93,6.457189315,-8.955739748,2.066454826,7,6.88,-19.37411897,1.623871318,0
2.94,9.212427614,1.328121733,15.51278743,7,7.04,3.624031504,6.184480571,0
2.95,13.01361094,-7.312282551,4.167897319,7,7.2,9.985347868,-1.493649731,0
2.96,9.878392793,-4.196085252,8.866293608,7,7.36,2.951992875,0.282184752,0
2.97,11.31598155,-3.752645096,0.408860585,7,7.52,-23.61550668,3.399829151,0
2.98,8.35029836,-4.304193712,-3.593473193,7,7.68,13.30441263,-0.250171655,0
2.99,10.63996108,-12.73223132,-0.730116885,7,7.84,10.7095108,3.448927813,0
3,5.590984608,-10.63978622,1.896019061,7,-8,10.86297876,2.896087847,0
3.01,14.46535349,-6.618803012,0.760397275,7,-7.84,-14.63933855,0.752465654,0
3.02,9.116490915,-3.486215059,9.932707569,7,-7.68,-21.48586462,0.368046181,0
3.03,7.41009614,-5.26884745,2.657877298,7,-7.52,24.86422115,2.588112321,0
3.04,11.42905461,-8.499363702,5.57270139,7,-7.36,-1.110138371,-0.855774984,0
3.05,8.026648327,-10.01677673,3.04019309,7,-7.2,11.31213712,2.211519507,0
3.06,5.384563162,-6.180885244,1.112036774,7,-7.04,-20.17913108,3.48276519,0
3.07,5.32534635,-6.399412463,3.476965702,7,-6.88,0.246613195,3.131058006,0
3.08,11.42460888,-2.424301042,11.86438774,7,-6.72,0.204832926,2.657515129,0
3.09,8.84199081,-5.730352553,-0.538500324,7,-6.56,-18.85709933,-1.314501542,0
3.1,8.89666018,-1.962981139,7.14327455,7,-6.4,-7.419617763,1.982871283,0
3.11,12.50768295,-6.700453228,-1.814666951,7,-6.24,19.57316693,0.472344191,0
3.12,5.870294642,-5.29304474,1.024251385,7,-6.08,9.51074631,-1.520179917,0
3.13,7.03469414,-5.608085337,3.347281125,7,-5.92,11.58353999,0.296528825,0
